question,contexts,answer,ground_truth,context_precision,context_recall,faithfulness,answer_relevancy
Thông số kỹ thuật nổi bật của Xiaomi Redmi 10 4GB - 128GB (2022) là gì?,"['**Tên sán phẩm:** Xiaomi Redmi 10 4GB - 128GB (2022)\n\n**Giá sản phẩm:** 3.800.000đ\n\n**Các màu của sản phẩm:** Trắng, Xanh, Xám\n\n**Thông số sản phẩm:** Pin: 5000 mAh\n\nChipset: MediaTek Helio G88\n\nThẻ SIM: 2 SIM (Nano-SIM)\n\nCamera sau: Camera chính: 50 MP, f/1.8\nCamera góc siêu rộng: 8MP, f/2.2\nCamera cận cảnh: 2MP, f/2.4\nCamera cảm biến độ sâu: 2MP, f/2,4\n\nLoại CPU: 2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55\n\nCamera trước: 8 MP, f/2.0\n\nBộ nhớ trong: 128 GB\n\nCông nghệ NFC: Có\n\nDung lượng RAM: 4 GB\n\nHệ điều hành: MIUI 12.5, Android 11\n\nTính năng màn hình: HD IPS, tần số quét 90Hz, 400 nits, Kính cường lực Corning Gorilla Glass 3\n\nCông nghệ màn hình: IPS LCD\n\nKích thước màn hình: 6.5 inches\n\nĐộ phân giải màn hình: 1080 x 2400 pixels (FullHD+)'
 'Công nghệ màn hình: IPS LCD\n\nKích thước màn hình: 6.5 inches\n\nĐộ phân giải màn hình: 1080 x 2400 pixels (FullHD+)\n\n**Giới thiệu sản phẩm:** Đặc điểm nổi bật của Xiaomi Redmi 10 4GB - 128GB (2022)'
 'Công nghệ màn hình: IPS LCD\n\nKích thước màn hình: 6.5 inches\n\nĐộ phân giải màn hình: 1080 x 2400 pixels (FullHD+)\n\n**Giới thiệu sản phẩm:** Đặc điểm nổi bật của Xiaomi Redmi 10 (4GB - 64GB)\n\nNếu nhu cầu lưu trữ cao hơn, tham khảo ngay Xiaomi Redmi 10 128GB']","Thông số kỹ thuật nổi bật của Xiaomi Redmi 10 4GB - 128GB (2022) bao gồm:

- Pin: 5000 mAh
- Chipset: MediaTek Helio G88
- Camera sau: 
  - Camera chính: 50 MP, f/1.8
  - Camera góc siêu rộng: 8MP, f/2.2
  - Camera cận cảnh: 2MP, f/2.4
  - Camera cảm biến độ sâu: 2MP, f/2,4
- Loại CPU: 2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55
- Camera trước: 8 MP, f/2.0
- Bộ nhớ trong: 128 GB
- Công nghệ NFC: Có
- Dung lượng RAM: 4 GB
- Hệ điều hành: MIUI 12.5, Android 11
- Tính năng màn hình: HD IPS, tần số quét 90Hz, 400 nits, Kính cường lực Corning Gorilla Glass 3

Nếu bạn cần lưu trữ lớn hơn, hãy tham khảo Xiaomi Redmi 10 128GB.","Sản phẩm có pin 5000 mAh, chipset MediaTek Helio G88, camera sau 50 MP, RAM 4 GB, bộ nhớ trong 128 GB, và màn hình 6.5 inches với độ phân giải 1080 x 2400 pixels.",0.9999999999666667,,1.0,0.8022328051123108
TECNO CAMON 40 8GB 256GB có giá bao nhiêu?,"['TECNO CAMON 40 8GB 128GB\n\n\t\n\n5.090.000đ\n\n\t\n\n4.590.000đ\n\n\n\n\nTECNO CAMON 30 8GB 256GB\n\n\t\n\n4.690.000đ\n\n\t\n\n4.190.000đ\n\nMua ngay điện thoại TECNO CAMON 40 chính hãng tại CellphoneS ngay hôm nay!\n\nNhanh tay sở hữu điện thoại TECNO CAMON 40 chính hãng tại CellphoneS! Sản phẩm được bảo hành chính hãng lên đến 12 tháng tại trung tâm bảo hành uy tín, giúp bạn an tâm sử dụng. Bên cạnh đó, bạn còn được hưởng chính sách 1 đổi 1 trong 30 ngày nếu phát sinh lỗi phần cứng từ nhà sản xuất. Đừng bỏ lỡ cơ hội sở hữu chiếc smartphone tuyệt vời này với nhiều ưu đãi hấp dẫn tại CellphoneS!\xa0\n\nXem thêm'
 '**Tên sán phẩm:** TECNO CAMON 40 8GB 256GB\n\n**Giá sản phẩm:** 5.380.000đ\n\n**Các màu của sản phẩm:** Đen, Xanh, Trắng\n\n**Thông số sản phẩm:** Pin: 5200 mAh\n\nChipset: Mediatek Helio G100 Ultimate\n\nThẻ SIM: 2 Nano-SIM\n\nCamera sau: 50MP, ƒ/1.8\nGóc siêu rộng 8MP\n\nCamera trước: 32MP\n\nBộ nhớ trong: 256 GB\n\nCông nghệ NFC: Có\n\nDung lượng RAM: 8 GB\n\nHệ điều hành: Android 15\n\nTính năng màn hình: Màn hình phẳng\nFHD+\nTần số quét 120Hz\nĐộ sáng màn hình 1300 nits\nHDR\n\nCông nghệ màn hình: AMOLED\n\nKích thước màn hình: 6.78 inches\n\n**Giới thiệu sản phẩm:** Đặc điểm nổi bật của TECNO CAMON 40 8GB 256GB'
 '**Tên sán phẩm:** TECNO CAMON 40 Pro 8GB 256GB\n\n**Giá sản phẩm:** 5.670.000đ\n\n**Các màu của sản phẩm:** Xanh, Trắng, Đen\n\n**Thông số sản phẩm:** Pin: 5200mAh\n\nChipset: Mediatek Helio G100 Ultimate\n\nThẻ SIM: 2 Nano-SIM\n\nCamera sau: 50MP, ƒ/1.8\nGóc siêu rộng 8MP\n\nCamera trước: 50MP\n\nBộ nhớ trong: 256 GB\n\nCông nghệ NFC: Có\n\nDung lượng RAM: 8 GB\n\nHệ điều hành: Android 15\n\nTính năng màn hình: Màn hình cong đôi\nFHD+\nTần số quét 120Hz\nĐộ sáng màn hình 1300 nits\nHDR\n\nCông nghệ màn hình: AMOLED\n\nKích thước màn hình: 6.78 inches\n\n**Giới thiệu sản phẩm:** Đặc điểm nổi bật của TECNO CAMON 40 Pro 8GB 256GB']",TECNO CAMON 40 8GB 256GB có giá là 5.380.000đ.,Giá sản phẩm TECNO CAMON 40 8GB 256GB là 5.380.000đ.,0.49999999995,,1.0,0.850913355749618
TECNO CAMON 40 8GB 256GB có những màu sắc nào?,"['**Tên sán phẩm:** TECNO CAMON 40 8GB 256GB\n\n**Giá sản phẩm:** 5.380.000đ\n\n**Các màu của sản phẩm:** Đen, Xanh, Trắng\n\n**Thông số sản phẩm:** Pin: 5200 mAh\n\nChipset: Mediatek Helio G100 Ultimate\n\nThẻ SIM: 2 Nano-SIM\n\nCamera sau: 50MP, ƒ/1.8\nGóc siêu rộng 8MP\n\nCamera trước: 32MP\n\nBộ nhớ trong: 256 GB\n\nCông nghệ NFC: Có\n\nDung lượng RAM: 8 GB\n\nHệ điều hành: Android 15\n\nTính năng màn hình: Màn hình phẳng\nFHD+\nTần số quét 120Hz\nĐộ sáng màn hình 1300 nits\nHDR\n\nCông nghệ màn hình: AMOLED\n\nKích thước màn hình: 6.78 inches\n\n**Giới thiệu sản phẩm:** Đặc điểm nổi bật của TECNO CAMON 40 8GB 256GB'
 '**Tên sán phẩm:** TECNO CAMON 40 Pro 8GB 256GB\n\n**Giá sản phẩm:** 5.670.000đ\n\n**Các màu của sản phẩm:** Xanh, Trắng, Đen\n\n**Thông số sản phẩm:** Pin: 5200mAh\n\nChipset: Mediatek Helio G100 Ultimate\n\nThẻ SIM: 2 Nano-SIM\n\nCamera sau: 50MP, ƒ/1.8\nGóc siêu rộng 8MP\n\nCamera trước: 50MP\n\nBộ nhớ trong: 256 GB\n\nCông nghệ NFC: Có\n\nDung lượng RAM: 8 GB\n\nHệ điều hành: Android 15\n\nTính năng màn hình: Màn hình cong đôi\nFHD+\nTần số quét 120Hz\nĐộ sáng màn hình 1300 nits\nHDR\n\nCông nghệ màn hình: AMOLED\n\nKích thước màn hình: 6.78 inches\n\n**Giới thiệu sản phẩm:** Đặc điểm nổi bật của TECNO CAMON 40 Pro 8GB 256GB'
 'Bên cạnh đó, CAMON 40 sẽ mang đến bốn tùy chọn màu sắc hiện đại và cuốn hút: Đen, Trắng và hai phiên bản xanh bắt mắt. Mỗi màu sắc không chỉ phản ánh phong cách cá nhân mà còn góp phần tăng thêm vẻ đẹp thời thượng cho sản phẩm.\n\nGiá bán của điện thoại TECNO CAMON 40 bao nhiêu?\n\nLà sản phẩm giá rẻ tầm trung, điện thoại\xa0TECNO CAMON 40 sẽ được lên kệ với mức giá từ 5 - 7 triệu đồng, tùy vào từng phiên bản cấu hình khác nhau.\xa0Đây là một mức giá cực kỳ hấp dẫn, mang lại giá trị vượt trội so với những gì mà chiếc điện thoại này sở hữu.']","TECNO CAMON 40 8GB 256GB có các màu sắc là Đen, Xanh và Trắng.","Sản phẩm TECNO CAMON 40 8GB 256GB có các màu Đen, Xanh, và Trắng.",0.9999999999666667,,1.0,0.8075170865323907
Thông số kỹ thuật nổi bật của TECNO CAMON 40 8GB 256GB là gì?,"['**Tên sán phẩm:** TECNO CAMON 40 8GB 256GB\n\n**Giá sản phẩm:** 5.380.000đ\n\n**Các màu của sản phẩm:** Đen, Xanh, Trắng\n\n**Thông số sản phẩm:** Pin: 5200 mAh\n\nChipset: Mediatek Helio G100 Ultimate\n\nThẻ SIM: 2 Nano-SIM\n\nCamera sau: 50MP, ƒ/1.8\nGóc siêu rộng 8MP\n\nCamera trước: 32MP\n\nBộ nhớ trong: 256 GB\n\nCông nghệ NFC: Có\n\nDung lượng RAM: 8 GB\n\nHệ điều hành: Android 15\n\nTính năng màn hình: Màn hình phẳng\nFHD+\nTần số quét 120Hz\nĐộ sáng màn hình 1300 nits\nHDR\n\nCông nghệ màn hình: AMOLED\n\nKích thước màn hình: 6.78 inches\n\n**Giới thiệu sản phẩm:** Đặc điểm nổi bật của TECNO CAMON 40 8GB 256GB'
 'Công nghệ màn hình: AMOLED\n\nKích thước màn hình: 6.78 inches\n\n**Giới thiệu sản phẩm:** Đặc điểm nổi bật của TECNO CAMON 40 Pro 8GB 256GB\n\nĐiện thoại Tecno Camon 40 Pro nổi bật với thiết kế hiện đại cùng mặt lưng độc đáo khi trang bị cụm ba vòng camera với camera chính lên đến 50MP sắc nét. Máy có kích thước mỏng nhẹ và dung lượng pin lớn 5200mAh hỗ trợ sạc nhanh 45W. Máy được trang bị chip MediaTek Helio G100 Ultimate, công nghệ mở rộng RAM và chạy hệ điều hành Android 15, mang lại hiệu năng mạnh mẽ và khả năng đa nhiệm mượt mà.\xa0\n\nNội dung chính'
 '**Tên sán phẩm:** TECNO CAMON 40 Pro 8GB 256GB\n\n**Giá sản phẩm:** 5.670.000đ\n\n**Các màu của sản phẩm:** Xanh, Trắng, Đen\n\n**Thông số sản phẩm:** Pin: 5200mAh\n\nChipset: Mediatek Helio G100 Ultimate\n\nThẻ SIM: 2 Nano-SIM\n\nCamera sau: 50MP, ƒ/1.8\nGóc siêu rộng 8MP\n\nCamera trước: 50MP\n\nBộ nhớ trong: 256 GB\n\nCông nghệ NFC: Có\n\nDung lượng RAM: 8 GB\n\nHệ điều hành: Android 15\n\nTính năng màn hình: Màn hình cong đôi\nFHD+\nTần số quét 120Hz\nĐộ sáng màn hình 1300 nits\nHDR\n\nCông nghệ màn hình: AMOLED\n\nKích thước màn hình: 6.78 inches\n\n**Giới thiệu sản phẩm:** Đặc điểm nổi bật của TECNO CAMON 40 Pro 8GB 256GB']","Thông số kỹ thuật nổi bật của TECNO CAMON 40 8GB 256GB bao gồm:

- Pin: 5200mAh
- Chipset: Mediatek Helio G100 Ultimate
- Thẻ SIM: 2 Nano-SIM
- Camera sau: 50MP, góc siêu rộng 8MP
- Camera trước: 32MP
- Bộ nhớ trong: 256 GB
- Công nghệ NFC: Có
- Dung lượng RAM: 8 GB
- Hệ điều hành: Android 15

Thông số này cho thấy điện thoại có cấu hình mạnh mẽ, pin lớn và nhiều tính năng hiện đại.","TECNO CAMON 40 8GB 256GB có pin 5200 mAh, chipset Mediatek Helio G100 Ultimate, camera sau 50MP và 8MP góc siêu rộng, camera trước 32MP, bộ nhớ trong 256 GB, RAM 8 GB, và màn hình AMOLED 6.78 inches với độ sáng 1300 nits.",0.9999999999666667,,1.0,0.8233078958724839
iPhone 15 256GB có giá bao nhiêu?,"['(Nguồn ảnh: Apple)\n\nĐiện thoại iPhone 15 256GB đang có giá bao nhiêu?\n\nĐiện thoại iPhone 15 phiên bản 256GB cho khả năng lưu trữ lớn. Đây là mức dung lượng lý tưởng cho những ai thường xuyên quay, chụp nhưng không muốn bỏ ra quá nhiều tiền để mua phiên bản 512GB. Hiện sản phẩm này đang có giá từ 25.190.000 - 25.990.000 đồng. Tuỳ vào màu sắc mà mức giá của iPhone 15 256GB sẽ có sự chênh lệch nhất định.\n\nMẫu kế nhiệm tiếp theo bạn có thể khám phá thêm chính là iPhone 16 thường 256gb với lối thiết kế mới, màn hình đẹp và giá bán đang được hỗ trợ giảm tốt, cùng khám phá ngay nhé!\n\n(Nguồn ảnh: Apple)'
 'Điện thoại iPhone 15 Pro 256GB có giá là bao nhiêu?\n\niPhone 15 Pro phiên bản dung lượng bộ nhớ trong là 256GB đã được ra mắt và có mức giá bán tham khảo là 1099 USD. Giá bán này sẽ còn được phụ thuộc vào các khu vực bán khác nhau, tùy quốc gia khác nhau.\n\nBạn có thể chọn nơi mua uy tín để có thể có được mức giá chính hãng tốt cùng nhiều ưu đãi. Với mức giá này, các sản phẩm cạnh tranh với iPhone 15 Pro 256GB có thể là: ASUS ROG Phone 7 Ultimate 16GB 512GB, Samsung Galaxy S23 Plus 8GB 512GB, iPhone 14 Pro Max 256GB, …\n\nBên cạnh đó, hiện nay điện thoại iPhone 16 Pro 256gb ra mắt cũng đang được người dùng quan tâm nhiều nhờ pin trâu, màn hình nâng cấp kèm màu mới, cùng xem ngay nhé!'
 'Điện thoại iPhone 15 Plus 256GB giá bao nhiêu?\n\nĐối với phiên bản mở rộng bộ nhớ lên tới 256GB này, iPhone 15 Plus 256GB đang nằm trong phân khúc giá khoảng 28.99 triệu VNĐ. So với mặt bằng chung của các dòng smartphone cao cấp khác thì mức giá này có thể hơi cao hơn một chút. Nhưng nếu xem xét tới mức hiệu năng đột phá và khả năng quay chụp hình sắc nét thì đây là một mức giá hoàn toàn xứng đáng.\n\n(Nguồn ảnh: Apple)\n\nBên cạnh đó, giá thành của iPhone 15 Plus bản 256GB cũng có thể giao động nhẹ, tùy thuộc vào phiên bản màu sắc mà bạn chọn mua.']",iPhone 15 256GB hiện đang có giá từ 25.190.000 - 25.990.000 đồng tùy thuộc vào màu sắc.,iPhone 15 256GB có giá 20.550.000đ.,0.0,0.0,1.0,0.7664872546360785
iPhone 15 256GB phù hợp với ai?,"['iPhone 15 Promax dung lượng 256GB có đủ dùng không?\n\nVới dung lượng 256GB, iPhone 15 Pro Max đủ sức chứa các dữ liệu cần thiết cho người dùng phổ thông, từ hình ảnh, video đến ứng dụng. Với dung lượng này, bạn có thể lưu trữ cả nghìn tấm hình hay thước phim ở độ phân giải cao, đồng thời cài đặt nhiều app mà không lo thiếu bộ nhớ.'
 'Nếu 256GB vẫn chưa đáp ứng được như cầu sử dụng, hãy xem ngay iPhone 15 Plus 512GB - phiên bản bộ nhớ trong lớn nhất của iPhone 15 Plus năm nay.\n\nĐiện thoại iPhone 15 Plus 256GB - Hiệu năng mạnh mẽ, lưu trữ không giới hạn'
 '(Nguồn ảnh: Apple)\n\niPhone 15 256GB sở hữu RAM dung lượng 6GB, đảm bảo khả năng chạy đa nhiệm mượt mà, hạn chế tình trạng lag, giật gây gián đoạn. Bên cạnh đó, máy tích hợp sẵn hệ điều hành iOS 17 mang tới giao diện hiện đại cùng các ứng dụng thông minh với độ bảo mật cao.\xa0\n\nThiết kế mặt kính bóng trẻ trung, đẳng cấp']","iPhone 15 256GB phù hợp với người dùng có nhu cầu lưu trữ lớn và cần nhiều ứng dụng. Với dung lượng 256GB, bạn sẽ có đủ không gian để lưu trữ hình ảnh, video, và các dữ liệu khác mà không lo thiếu bộ nhớ. Nếu nhu cầu sử dụng còn cao hơn nữa, hãy xem phiên bản iPhone 15 Plus 512GB với dung lượng trong lớn hơn.","iPhone 15 256GB phù hợp với những người dùng cần một chiếc điện thoại cao cấp với hiệu năng mạnh mẽ, khả năng chụp ảnh sắc nét và dung lượng lưu trữ lớn.",0.9999999999666667,,0.6666666666666666,0.581951504162109
Thông số kỹ thuật nổi bật của iPhone 15 256GB là gì?,"['Công nghệ màn hình: Super Retina XDR OLED\n\nKích thước màn hình: 6.1 inches\n\nĐộ phân giải màn hình: 2556 x 1179 pixels\n\n**Giới thiệu sản phẩm:** Đặc điểm nổi bật của iPhone 15 256GB | Chính hãng VN/A\n\niPhone 15 256GB được cải tiến vượt bậc về cấu hình nhờ được trang bị con chip A16 Bionic 2 lõi hiệu năng cho tốc độ nhanh chóng và tiết kiệm điện hơn. Camera với cảm biến chính 48MP cho chất lượng ảnh sắc nét đáng kinh ngạc. Máy sử dụng viên pin dung lượng lớn và hỗ trợ sạc nhanh 20W tiện lợi. Đặc biệt, Dynamic Island trên iPhone 14 Pro và Promax nay đã được trang bị trên iPhone 256GB bản tiêu chuẩn.\n\nNội dung chính'
 'Bên trong, chiếc điện thoại này được cung cấp sức mạnh bởi con chip Apple A16 Bionic, với CPU 6 lõi và GPU 5 lõi, đảm bảo khả năng xử lý tốt và mượt mà trong tất cả các tác vụ. Kể cả chơi các tựa game nặng cũng không bị giật, lag gây cảm giác khó chịu.\n\n(Nguồn ảnh: Apple)\n\nNgoài ra, iPhone 15 256GB\xa0còn gây ấn tượng với khả năng chụp ảnh và quay video đỉnh cao, nhờ vào camera chính 48MP và nhiều tính năng thông minh khác. Điều này giúp bạn lưu giữ những kỷ niệm đáng nhớ và chia sẻ chúng một cách tuyệt vời.'
 'Công nghệ màn hình: Super Retina XDR OLED\n\nKích thước màn hình: 6.7 inches\n\nĐộ phân giải màn hình: 2796 x 1290-pixel\n\n**Giới thiệu sản phẩm:** Đặc điểm nổi bật của iPhone 15 Plus 256GB | Chính hãng VN/A']","iPhone 15 256GB nổi bật với:

- Con chip A16 Bionic 2 lõi, tăng tốc độ và tiết kiệm điện hơn so với iPhone 14 Pro.
- Camera chính 48MP cho chất lượng ảnh sắc nét tuyệt vời.
- Pin lớn hỗ trợ sạc nhanh 20W tiện lợi.
- Dynamic Island trên phiên bản tiêu chuẩn được trang bị.

Nếu bạn quan tâm đến thông số kỹ thuật này, hãy tham khảo các tài liệu liên quan để có cái nhìn tổng quát hơn về sản phẩm.","iPhone 15 256GB có pin 3349 mAh, chipset Apple A16 Bionic 6 nhân, camera sau 48 MP, camera trước 12 MP, RAM 6 GB, bộ nhớ trong 256 GB và màn hình Super Retina XDR OLED 6.1 inches.",0.99999999995,0.2857142857142857,0.6,0.7890517734073835
Điện thoại Nubia A36 có giá bao nhiêu?,"['Đây là thời điểm phù hợp để tiếp cận nhóm khách hàng học sinh, sinh viên khi bước vào năm học mới. Người dùng đang quan tâm có thể theo dõi các kênh phân phối chính hãng để cập nhật sớm thông tin về thời gian mở bán.\n\nĐiện thoại nubia A36 giá bán bao nhiêu?\n\nnubia A36 sẽ được mở bán chính thức với giá 1.990.000 đồng. Đây là mức giá rẻ, phù hợp với đối tượng người dùng phổ thông, học sinh - sinh viên.\n\nTuy nhiên, tại các hệ thống bán lẻ, giá bán nubia A36 sẽ rẻ hơn đáng kể nhờ các chương trình khuyến mãi. Chi tiết giá bán nubia A36 tại CellphoneS vào tháng 10/2025 như sau:\n\nTên sản phẩm\n\n\t\n\nGiá bán'
 'Giá bán\n\n\t\n\nGiá thu cũ lên đời\n\nĐiện thoại Nubia A36 4GB 64GB\n\n\t\n\n1.890.000đ\n\n\t\n\n1.390.000đ\n\nMua ngay điện thoại nubia A36 chính hãng, giá ưu đãi tại CellphoneS\n\nĐiện thoại nubia A36 sẽ được phân phối chính hãng tại hệ thống CellphoneS với mức giá ưu đãi hấp dẫn. Đây là chuỗi bán lẻ uy tín, chuyên cung cấp sản phẩm công nghệ chính hãng cùng dịch vụ chăm sóc khách hàng tận tâm. Khi mua sắm tại CellphoneS, khách hàng sẽ được đảm bảo về nguồn gốc, chính sách bảo hành. Không chỉ vậy, hệ thống còn cung cấp đầy đủ phụ kiện đi kèm, đảm bảo người dùng có thể sử dụng thiết bị ngay khi mở hộp.'
 'Tên sản phẩm\n\n\t\n\nGiá bán\n\n\t\n\nGiá thu cũ lên đời\n\nĐiện thoại Nubia A36 4GB 64GB\n\n\t\n\n1.890.000đ\n\n\t\n\n1.390.000đ\n\nMua ngay điện thoại nubia A36 chính hãng, giá ưu đãi tại CellphoneS']","Điện thoại Nubia A36 có giá bán chính thức là 1.990.000 đồng. Tuy nhiên, tại các hệ thống bán lẻ, bạn sẽ nhận được mức giá rẻ hơn đáng kể với các chương trình khuyến mãi. Giá bán nubia A36 tại CellphoneS vào tháng 10/2025 như sau:

- Điện thoại Nubia A36 4GB 64GB: 1.890.000 đồng
- Điện thoại Nubia A36 4GB 64GB (thu cũ lên đời): 1.390.000 đồng

Hãy nhớ rằng, khi mua sắm tại CellphoneS, bạn sẽ được đảm bảo về nguồn gốc và chính sách bảo hành của sản phẩm.",Điện thoại Nubia A36 có giá 1.890.000đ.,0.9999999999666667,1.0,1.0,0.7351232754146876
Điện thoại Nubia A36 phù hợp với đối tượng nào?,"['Kết nối\xa04.5G: Cho tốc độ tải nhanh cũng như xem video mượt\n\nĐiện thoại nubia A36 – Hiển thị rõ nét, thời lượng pin ấn tượng\n\nnubia A36 thuộc phân khúc phổ thông nhưng vẫn sở hữu đầy đủ những tính năng thiết yếu cho nhu cầu sử dụng hiện đại. Máy gây ấn tượng nhờ thiết kế hiện đại, hiệu năng ổn định và pin dung lượng cao phù hợp với học sinh, sinh viên và người dùng phổ thông.\n\nHiệu năng ổn định nhờ vi xử lý T7200'
 'Đây là thời điểm phù hợp để tiếp cận nhóm khách hàng học sinh, sinh viên khi bước vào năm học mới. Người dùng đang quan tâm có thể theo dõi các kênh phân phối chính hãng để cập nhật sớm thông tin về thời gian mở bán.\n\nĐiện thoại nubia A36 giá bán bao nhiêu?\n\nnubia A36 sẽ được mở bán chính thức với giá 1.990.000 đồng. Đây là mức giá rẻ, phù hợp với đối tượng người dùng phổ thông, học sinh - sinh viên.\n\nTuy nhiên, tại các hệ thống bán lẻ, giá bán nubia A36 sẽ rẻ hơn đáng kể nhờ các chương trình khuyến mãi. Chi tiết giá bán nubia A36 tại CellphoneS vào tháng 10/2025 như sau:\n\nTên sản phẩm\n\n\t\n\nGiá bán'
 'Dung lượng lưu trữ trong 64GB của Nubia cho phép người dùng có thể cài đặt thoải mái các ứng dụng cần thiết. Đồng thời, hệ điều hành Android mới cũng mang lại trải nghiệm tối ưu hóa, thân thiện và cập nhật hơn trong quá trình sử dụng.\n\nBộ đôi camera hỗ trợ chụp ảnh sắc nét\n\nDù thuộc phân khúc phổ thông, điện thoại nubia A36 vẫn sở hữu cụm camera sau kép 13MP+8MP hỗ trợ lấy nét tự động, dễ dàng bắt trọn khung hình trong điều kiện đủ sáng. Ở phía mặt trước của máy là camera 5MP, phục vụ tốt nhu cầu selfie, gọi video và học online của người dùng.']","Nubia A36 phù hợp với các đối tượng như học sinh, sinh viên và người dùng phổ thông. Máy có hiệu năng ổn định nhờ vi xử lý T7200, thời lượng pin ấn tượng và thiết kế hiện đại. Giá bán chính thức là 1.990.000 đồng, phù hợp với nhóm khách hàng này.","Điện thoại Nubia A36 phù hợp với học sinh, sinh viên và người dùng phổ thông.",0.9999999999666667,,1.0,0.7156621949699277
Thông số kỹ thuật của điện thoại Nubia A36 là gì?,"['Hiệu năng ổn định nhờ vi xử lý T7200\n\nKhả năng xử lý mượt mà của điện thoại nubia A36 đến từ vi xử lý tám nhân T7200 xung nhịp 1.6GHz, giúp đáp ứng tốt các tác vụ như lướt web, xem video và học tập trực tuyến. Điểm mạnh của dòng điện thoại di động Nubia này cũng nằm ở dung lượng RAM 4GB cùng khả năng mở rộng RAM ảo, cho phép người dùng đa nhiệm thoải mái, hạn chế tình trạng giật lag.'
 'Nội dung chính\n\n1. Vì sao nên mua điện thoại\xa0nubia A36 sử dụng?\n2. Điện thoại nubia A36 – Hiển thị rõ nét, thời lượng pin ấn tượng\n2.1. Hiệu năng ổn định nhờ vi xử lý T7200\n2.2. Bộ đôi camera hỗ trợ chụp ảnh sắc nét\n2.3. Viên pin 5000 mAh bền bỉ, thoải mái sử dụng cả ngày dài\n2.4. Màn hình 6.75 inch HD+ trải nghiệm hiển thị rõ nét\n3. Điện thoại nubia A36 khi nào ra mắt?\n4. Điện thoại nubia A36 giá bán bao nhiêu?\n5. Mua ngay điện thoại nubia A36 chính hãng, giá ưu đãi tại CellphoneS\nVì sao nên mua điện thoại\xa0nubia A36 sử dụng?'
 '**Tên sán phẩm:** Điện thoại Nubia A36 4GB 64GB\n\n**Giá sản phẩm:** 1.890.000đ\n\n**Các màu của sản phẩm:** Đen, Xanh, Titan\n\n**Thông số sản phẩm:** Pin: 5000 mAh\n\nThẻ SIM: 2 Nano-SIM\n\nCamera sau: 13M+0.08M, AF + FF\n\nLoại CPU: T7200\n\nCamera trước: 5M, FF\n\nBộ nhớ trong: 64 GB\n\nCông nghệ NFC: Không\n\nDung lượng RAM: 4 GB\n\nHệ điều hành: Android 15\n\nTính năng màn hình: Tần số quét 90 Hz\n\nCông nghệ màn hình: IPS LCD\n\nKích thước màn hình: 6.75 inches\n\nĐộ phân giải màn hình: 720 x 1600 pixel\n\n**Giới thiệu sản phẩm:** Đặc điểm nổi bật của Điện thoại Nubia A36 4GB 64GB']","Thông số kỹ thuật của điện thoại Nubia A36 bao gồm:

- CPU: T7200 (tám nhân)
- RAM: 4GB
- Dung lượng pin: 5000 mAh
- Camera sau: 13M+0.08M, AF + FF
- Camera trước: 5M, FF
- Bộ nhớ trong: 64 GB

Giá sản phẩm là 1.890.000đ.","Điện thoại Nubia A36 có pin 5000 mAh, RAM 4 GB, bộ nhớ trong 64 GB, camera sau 13M+0.08M, camera trước 5M, vi xử lý T7200, màn hình 6.75 inches với độ phân giải 720 x 1600 pixel và tần số quét 90 Hz.",0.9999999999666667,,1.0,0.7796315667810189
